                                                                            NAME                                                                                                ADDRESS           X          Y  DEMAND  START  END  SERVICE TIME          CLOSEST
136                                    Công ty TNHH Trang Trí Nội Thất Gỗ An Đạt                                           Bình Quới, Phường 28, Quận Bình Thạnh, Thành phố Hồ Chí Minh  106.871969  10.944350      70    150  220            15  DISTANCE_FROM_4
1                    Công ty Cổ Phần Xây Dựng Và Trang Trí Nội Thất Sài Gòn Xanh                                            Đường Tỉnh Lộ 830, Xã An Thạnh, Huyện Bến Lức, Tỉnh Long An  106.463263  10.660816      24    200  370            15  DISTANCE_FROM_5
4                                                                 TK1 (Thái Hòa)                                                                 XPVW+MJ4 Tan Uyen, Bình Dương, Vietnam  106.725787  10.860937      11    120  270            15  DISTANCE_FROM_5
5                                                              Công ty TNHH Tope                          Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Quận Thủ Đức, Thành phố Hồ Chí Minh  106.738293  10.694826      75    140  200            15  DISTANCE_FROM_5
7                        Công ty TNHH Thương Mại Và Trang Trí Nội Thất Minh Trân                                             Quốc Lộ 1a, Phường Thới An, Quận 12, Thành phố Hồ Chí Minh  106.618115  10.794700      40     60  200            15  DISTANCE_FROM_5
8                                                Công ty TNHH Dịch Vụ Hoàng Đình                                            Gò Dầu, Phường Tân Quý, Quận Tân Phú, Thành phố Hồ Chí Minh  106.717605  10.724940      21    150  230            15  DISTANCE_FROM_5
9                                            Công ty TNHH Phát Triển Phú Mỹ Hưng                                               Tôn Dật Tiên, Phú Mỹ Hưng, Quận 7, Thành phố Hồ Chí Minh  106.715970  10.736555      39    170  310            15  DISTANCE_FROM_5
10                                           Công ty TNHH Phát Triển Phú Mỹ Hưng                                               Tôn Dật Tiên, Phú Mỹ Hưng, Quận 7, Thành phố Hồ Chí Minh  106.673310  10.796867      79     50  290            15  DISTANCE_FROM_5
11                                           Công ty TNHH Phát Triển Phú Mỹ Hưng                                               Tôn Dật Tiên, Phú Mỹ Hưng, Quận 7, Thành phố Hồ Chí Minh  106.633084  10.764741      79    300  370            15  DISTANCE_FROM_5
12                                           Công ty TNHH Phát Triển Phú Mỹ Hưng                                               Tôn Dật Tiên, Phú Mỹ Hưng, Quận 7, Thành phố Hồ Chí Minh  106.698770  10.817373      58     90  150            15  DISTANCE_FROM_5
15                                                       Công Ty TNHH Holm Group                                             ðường Số 16, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh  106.780114  10.804632      76     30  240            15  DISTANCE_FROM_5
19                                     Công ty TNHH Trang Trí Nội Thất Hồng Công                                       Nơ Trang Long, Phường 12, Quận Bình Thạnh, Thành phố Hồ Chí Minh  106.579623  10.756355      41     70  280            15  DISTANCE_FROM_5
24                                                                TK1 (Thái Hòa)                                                                 XPVW+MJ4 Tan Uyen, Bình Dương, Vietnam  106.686788  10.710226      35    290  350            15  DISTANCE_FROM_5
28                                          Công ty TNHH Đầu Tư Xây Dựng Unicons                                  Đại Lộ Bình Dương, Phường Lái Thiêu, Thị xã Thuận An, Tỉnh Bình Dương  106.583721  10.693336      22     90  200            15  DISTANCE_FROM_5
30                                                        Công ty TNHH Len Decor                                  Nguyễn Văn Cự, Phường Tân Tạo A, Quận Bình Tân, Thành phố Hồ Chí Minh  106.573085  10.778750      36     30  140            15  DISTANCE_FROM_5
33                                 Công ty TNHH Trang Trí Nội Thất Đoàn Gia Phát                                                Ht05, Phường Hiệp Thành, Quận 12, Thành phố Hồ Chí Minh  106.576084  10.733940      20     90  190            15  DISTANCE_FROM_5
35                                                          Ngọc Vy - 0933117846                               Đường Nguyễn Văn Ràng, Xã Phước Lộc, Huyện Nhà Bè, Thành phố Hồ Chí Minh  106.641809  10.740558      35     60  180            15  DISTANCE_FROM_5
36             Công ty TNHH Thương Mại Dịch Vụ Sản Xuất Đồ Gỗ Nội Thất Trái Xoài                                     421 Ấp An Hòa, Xã An Sơn, Thành Phố Thuận An, Bình Dương, Việt Nam  106.638807  10.748542      27    100  220            15  DISTANCE_FROM_5
43                                                               SD1 (Tân Hương)                                             162 Tân Hương, Tân Quý, Tân Phú, Ho Chi Minh City, Vietnam  106.746669  10.829640      20    200  310            15  DISTANCE_FROM_5
54                                  Công Ty TNHH Xây Dựng Nội Thất TN Thành Thạo                                Đường Sư Đoàn 9, Xã Vĩnh Lộc A, Huyện Bình Chánh, Thành phố Hồ Chí Minh  106.632943  10.759561      37     90  190            15  DISTANCE_FROM_5
57                                                                   Mộc Đức Trí                                 Đường Thới Hòa, Xã Vĩnh Lộc A, Huyện Bình Chánh, Thành phố Hồ Chí Minh  106.636586  10.701428      60     20  310            15  DISTANCE_FROM_5
61                                     Công ty TNHH Trang Trí Nội Thất Minh Kiệt                                     236a Nguyễn Tư Giản, Phường 12, Quận Gò Vấp, Thành phố Hồ Chí Minh  106.767086  10.771944      53    220  310            15  DISTANCE_FROM_5
62                                                        Công ty TNHH Studio 22                                            39/11 Vĩnh Phú 10, Vĩnh Phú, Thuận An, Bình Dương, Việt Nam  106.599438  10.724732      80    200  280            15  DISTANCE_FROM_5
75                       Công Ty TNHH Sản Xuất Thương Mại Dịch Vụ Mộc Thành Phát                                                  Lại Hùng Cường, Xã Vĩnh Lộc B, Huyện Bình Chánh  106.670004  10.771914      71    230  290            15  DISTANCE_FROM_5
76                                                        Borey Peng Huoth Group                    Đường M14, Kcn Tân Bình, Phường Bình Hưng Hòa, Quận Bình Tân, Thành phố Hồ Chí Minh  106.713996  10.836133      55     70  180            15  DISTANCE_FROM_5
80                             Công ty TNHH Thương Mại Sản Xuất Nam Anh Phú Quốc                                 Trần Đại Nghĩa, Phường Tân Tạo A, Quận Bình Tân, Thành phố Hồ Chí Minh  106.797415  10.816745      79    240  300            15  DISTANCE_FROM_5
81                                                                SD2 (Tân Bình)                                               RJ95+5V Ho Chi Minh City, Thành phố Hồ Chí Minh, Vietnam  106.748711  10.852937      44    150  210            15  DISTANCE_FROM_5
86                                           Công ty TNHH Thương Mại Kỹ Nghệ TDT                                   Đường An Thạnh 47, Phường An Thạnh, Thị xã Thuận An, Tỉnh Bình Dương  106.624137  10.755750      46     50  290            15  DISTANCE_FROM_5
87                                  Công ty TNHH Xây Dựng Kỹ Thuật Sáng Tạo Việt                                          Đường T15, Phường An Phú Đông, Quận 12, Thành phố Hồ Chí Minh  106.699932  10.686265      63    190  280            15  DISTANCE_FROM_5
88                                                          Anh Quyền - Trần Gia                                      Đường Dt 7-4, Xã Đông Thạnh, Huyện Hóc Môn, Thành phố Hồ Chí Minh  106.639604  10.700070      20    230  300            15  DISTANCE_FROM_5
89                      Công ty TNHH Sản Xuất Thương Mại Dịch Vụ Nội Thất An Mộc                                             Đường 165, Xã Bình Mỹ, Huyện Củ Chi, Thành phố Hồ Chí Minh  106.672966  10.766991      46    260  330            15  DISTANCE_FROM_5
91                                 Công ty TNHH Thương Mại Sản Xuất Deco Sài Gòn                                Đường ấp Đông 5, Xã Thới Tam Thôn, Huyện Hóc Môn, Thành phố Hồ Chí Minh  106.667576  10.733411      21    200  260            15  DISTANCE_FROM_5
94                                   Công ty TNHH Quảng Cáo & Nội Thất Vĩnh Hưng                                                   Võ Văn Kiệt, Phường 7, Quận 6, Thành phố Hồ Chí Minh  106.711728  10.801452      30    210  280            15  DISTANCE_FROM_5
95                            Công ty Cổ Phần Thương Mại Dịch Vụ và Kỹ Thuật Win                                       Thạnh Xuân 25, Phường Thạnh Xuân, Quận 12, Thành phố Hồ Chí Minh  106.631016  10.765540      73    200  320            15  DISTANCE_FROM_5
97                       Công ty TNHH Đồ Gỗ Và Trang Trí Nội Thất Anh Thịnh Phát                                       Đường 1b, Xã Vĩnh Lộc B, Huyện Bình Chánh, Thành phố Hồ Chí Minh  106.630011  10.736544      16    170  350            15  DISTANCE_FROM_5
98                                                    Công Ty Cổ Phần Gỗ Sài Gòn                         Đường Trần Văn Mười, Xã Xuân Thới Thượng, Huyện Hóc Môn, Thành phố Hồ Chí Minh  106.778880  10.821672      53     90  300            15  DISTANCE_FROM_5
99                                                            Giao thảm về VPQ10                                          702/1k Sư Vạn Hạnh, Phường 12, Quận 10, Thành phố Hồ Chí Minh  106.688417  10.754137      73    190  310            15  DISTANCE_FROM_5
100                             Công ty TNHH Nội Thất Kiến Trúc Mỹ Thuật Khoa Vy                                Quốc Lộ 13, Phường Hiệp Bình Phước, Quận Thủ Đức, Thành phố Hồ Chí Minh  106.669179  10.766534      67    110  360            15  DISTANCE_FROM_5
102                                     Công ty TNHH Thương Mại Ván Ép Đại Thành                                    Đường Quốc Lộ 13, Phường Bình Hòa, Thị xã Thuận An, Tỉnh Bình Dương  106.726510  10.819995      68    110  250            15  DISTANCE_FROM_5
103                                 Công ty TNHH Xây Dựng Kỹ Thuật Sáng Tạo Việt                                          Đường T15, Phường An Phú Đông, Quận 12, Thành phố Hồ Chí Minh  106.680469  10.786855      46     80  220            15  DISTANCE_FROM_5
105                                                 Công Ty TNHH Nội Thất Mộc An                               Bưng Ông Thoàn, Phường Phú Hữu, Thành Phố Thủ Đức, Hồ Chí Minh, Việt Nam  106.648328  10.662063      25    220  280            15  DISTANCE_FROM_5
106                             Công ty Cổ Phần Đầu Tư Thương Mại Không Gian Mới                                       Linh Đông, Phường Linh Đông, Quận Thủ Đức, Thành phố Hồ Chí Minh  106.651993  10.683382      32    140  350            15  DISTANCE_FROM_5
112                                                               TK1 (Thái Hòa)                                                                 XPVW+MJ4 Tan Uyen, Bình Dương, Vietnam  106.766539  10.824256      49    180  340            15  DISTANCE_FROM_5
113                            Công ty TNHH Thiết Kế Thi Công Nội Thất Đồng Phát                                Đường Xtt 14, Xã Xuân Thới Thượng, Huyện Hóc Môn, Thành phố Hồ Chí Minh  106.778117  10.834746      28     10  240            15  DISTANCE_FROM_5
114                                                                Trần Tuấn Nhã                                  An Dương Vương, Phường An Lạc A, Quận Bình Tân, Thành phố Hồ Chí Minh  106.580152  10.712214      18    140  350            15  DISTANCE_FROM_5
117                                               Công ty TNHH Ván Ép Trung Hiếu                                                    58 Bà Hạt, Phường 9, Quận 10, Thành phố Hồ Chí Minh  106.702411  10.748613      28    110  170            15  DISTANCE_FROM_5
121                                                                  Ngô Tấn Trí                                     K Phúc Đạt, Hiệp Thành Iii, Thành phố Thủ Dầu Một, Tỉnh Bình Dương  106.754438  10.782470      28     40  290            15  DISTANCE_FROM_5
124                                 Công Ty TNHH Xây Dựng Nội Thất TN Thành Thạo                                Đường Sư Đoàn 9, Xã Vĩnh Lộc A, Huyện Bình Chánh, Thành phố Hồ Chí Minh  106.780254  10.822809      27    240  330            15  DISTANCE_FROM_5
133                     Công ty TNHH Một Thành Viên Gỗ Công Nghiệp Ngô Thanh Tâm                                                   Võ Văn Kiệt, Phường 7, Quận 6, Thành phố Hồ Chí Minh  106.920503  10.716800      38    150  350            15  DISTANCE_FROM_5
134                  Công ty TNHH Một Thành Viên Sản Xuất Thương Mại Đại Đạt Tân                                                       Bà Hạt, Phường 9, Quận 10, Thành phố Hồ Chí Minh  106.825519  10.803796      50    180  240            15  DISTANCE_FROM_5
137                      Công ty TNHH Đồ Gỗ Và Trang Trí Nội Thất Anh Thịnh Phát                                       Đường 1b, Xã Vĩnh Lộc B, Huyện Bình Chánh, Thành phố Hồ Chí Minh  106.577309  10.730409      42    170  290            15  DISTANCE_FROM_5
146                      Công ty TNHH Một Thành Viên Trang Trí Nội Thất Tiến Đạt                                    Đường ấp 1a, Xã Vĩnh Lộc A, Huyện Bình Chánh, Thành phố Hồ Chí Minh  106.671412  10.607637      61     70  250            15  DISTANCE_FROM_5
147                          Công Ty TNHH Thiết Kế & Thi Công Nội Thất Hoàng Mai                            Đường Công Nghệ Mới, Xã Vĩnh Lộc B, Huyện Bình Chánh, Thành phố Hồ Chí Minh  106.613365  10.713600      26    240  320            15  DISTANCE_FROM_5
148                                                               TK1 (Thái Hòa)                                                                 XPVW+MJ4 Tan Uyen, Bình Dương, Vietnam  106.647409  10.764951      27    260  330            15  DISTANCE_FROM_5
150                                  Công ty TNHH Quảng Cáo & Nội Thất Vĩnh Hưng                                                   Võ Văn Kiệt, Phường 7, Quận 6, Thành phố Hồ Chí Minh  106.648688  10.730391      16    230  320            15  DISTANCE_FROM_5
152                   Công ty Cổ Phần Sản Xuất Thương Mại Nội Thất Văn Phòng TAV                                          Lô L, Kcn Lộc An, Xã Long An, Huyện Long Thành, Tỉnh Đồng Nai  106.710036  10.837510      22    100  160            15  DISTANCE_FROM_5
153                                                   Công ty TNHH Hữu Triết A.D                                    Đường 128, Phường Phước Long A, Quận Thủ Đức, Thành phố Hồ Chí Minh  106.803975  10.784537      75    220  280            15  DISTANCE_FROM_5
155                                               Công ty TNHH Nguyên Tường Phát                                   Nguyễn Cửu Phú, Xã Tân Kiên, Huyện Bình Chánh, Thành phố Hồ Chí Minh  106.740235  10.675202      32    210  270            15  DISTANCE_FROM_5
164                                                          Công ty TNHH Future                                    Đồng Văn Cống, Phường Bình Trưng Tây, Quận 2, Thành phố Hồ Chí Minh  106.683667  10.703642      78    190  280            15  DISTANCE_FROM_5
167            Công ty TNHH Thương Mại Dịch Vụ Sản Xuất Đồ Gỗ Nội Thất Trái Xoài                                     421 Ấp An Hòa, Xã An Sơn, Thành Phố Thuận An, Bình Dương, Việt Nam  106.583541  10.784311      14    100  290            15  DISTANCE_FROM_5
168                        Công ty TNHH Một Thành Viên Kiến Trúc Xây Dựng Betone                                                    Nguyễn Thị Minh Khai, Thị xã Dĩ An, Tỉnh Bình Dương  106.586309  10.697978      57    210  310            15  DISTANCE_FROM_5
169                                         Công ty TNHH Xây Dựng Cơ Điện Duy An                             Đường Dương Đình Hội, Phước Long B, Quận Thủ Đức, Thành phố Hồ Chí Minh  106.609567  10.768068      13    240  340            15  DISTANCE_FROM_5
173                                                      Cao Văn Kế - 0397595295               Lâm Thị Hố, Phường Tân Chánh Hiệp, Phường Tân Chánh Hiệp, Quận 12, Thành phố Hồ Chí Minh  106.676179  10.735311      11     60  280            15  DISTANCE_FROM_5
174                                     Công ty TNHH MTV SX TM DV Đông Hưng Phát                                   Đường Trần Thị Hè, Phường Hiệp Thành, Quận 12, Thành phố Hồ Chí Minh  106.648959  10.735637      39    180  350            15  DISTANCE_FROM_5
175                                 Công ty TNHH Thiết Kế - Sản Xuất Nguyễn Nông                                     Tỉnh Lộ 43, Phường Bình Chiểu, Quận Thủ Đức, Thành phố Hồ Chí Minh  106.790110  10.792564      76    180  350            15  DISTANCE_FROM_5
176                                     Công ty Cổ Phần Kiến Trúc Xây Dựng T & K                                      Vh7w+7jh, Xã Xuân Thới Đông, Huyện Hóc Môn, Thành phố Hồ Chí Minh  106.751109  10.684840      31     50  110            15  DISTANCE_FROM_5
178                                     Công ty Cổ Phần Kiến Trúc Xây Dựng T & K                    Đường Xuân Thới Thượng 6, Xã Xuân Thới Thượng, Huyện Hóc Môn, Thành phố Hồ Chí Minh  106.650544  10.681761      77    200  290            15  DISTANCE_FROM_5
184                                                               TK2 (Thái Hòa)                                                                 XPVW+MJ4 Tan Uyen, Binh Duong, Vietnam  106.792214  10.781692      29    280  340            15  DISTANCE_FROM_5
185                                   Công ty TNHH MTV Gỗ Công Nghiệp Thiện Nhân                                   Trần Đại Nghĩa, Xã Tân Kiên, Huyện Bình Chánh, Thành phố Hồ Chí Minh  106.807044  10.795473      45    230  340            15  DISTANCE_FROM_5
186                                                                     Cầu Vồng                               Trần Văn Mười, Xã Xuân Thới Thượng, Huyện Hóc Môn, Thành phố Hồ Chí Minh  106.384361  10.545354      67    120  180            15  DISTANCE_FROM_5
187                       Công ty TNHH Kiến Trúc Xây Dựng Và Thương Mại Đặng Gia                                 Đường Lê Văn Khương, Phường Hiệp Thành, Quận 12, Thành phố Hồ Chí Minh  106.653446  10.745595      26    280  360            15  DISTANCE_FROM_5
188                                               Công ty TNHH Ván Ép Trung Hiếu                                                     Đường Vĩnh Phú 3, Thị xã Thuận An, Tỉnh Bình Dương  106.623434  10.736392      58    210  280            15  DISTANCE_FROM_5
191                                                    Công Ty TNHH Nội Thất 2SH                                      Đường 130, Xã Tân Thạnh Đông, Huyện Củ Chi, Thành phố Hồ Chí Minh  106.605634  10.775840      77    240  350            15  DISTANCE_FROM_5
198                                                        Công ty TNHH Cát Vàng                                   Phạm Hùng, Phường Bình Hưng, Huyện Bình Chánh, Thành phố Hồ Chí Minh  106.604657  10.683152      66     80  350            15  DISTANCE_FROM_5
199                          Công Ty TNHH Tư Vấn Thiết Kế Xây Dựng Anh Dương                                                    Hồ Học Lãm, Phường 6, Quận 8, Thành phố Hồ Chí Minh  106.796947  10.793265      58    200  370            15  DISTANCE_FROM_5
